problem,algorithm,noise_pct,trial,igd_auc,final_igd,n_batches
ZDT2,EGBO,1,0,6.767352786354676,0.5712020715562441,12
ZDT2,EGBO,1,1,20.007262346529636,1.3901412829368585,12
ZDT2,EGBO,1,2,6.401382927034371,0.5115225764823168,12
ZDT2,EGBO,1,3,11.429177682139043,0.86029240715042,12
ZDT2,EGBO,1,4,6.8028294303485906,0.5520536657139875,12
ZDT2,EGBO,1,5,15.72336756473489,1.1382859788667248,12
ZDT2,EGBO,1,6,5.517844343627779,0.46925703208413055,12
ZDT2,EGBO,1,7,10.218685513777213,0.8405526557163446,12
ZDT2,EGBO,1,8,4.635893640908984,0.39876754226386907,12
ZDT2,EGBO,1,9,10.49973977725751,0.7890839805290979,12
ZDT2,EGBO,5,0,8.365748325944649,0.5693962243435576,12
ZDT2,EGBO,5,1,14.581896707445082,0.8767047961347291,12
ZDT2,EGBO,5,2,5.565705717375075,0.480908967837694,12
ZDT2,EGBO,5,3,8.341593577037761,0.7177831702332508,12
ZDT2,EGBO,5,4,12.237826602894575,0.9530449501913208,12
ZDT2,EGBO,5,5,6.335019652034135,0.5308150941341582,12
ZDT2,EGBO,5,6,5.6345036380140865,0.43794573777977075,12
ZDT2,EGBO,5,7,11.792871586530778,0.8620242379151749,12
ZDT2,EGBO,5,8,3.71510704071301,0.3147934800113295,12
ZDT2,EGBO,5,9,8.567875193874913,0.6495885357097487,12
ZDT2,EGBO,10,0,8.511475254559157,0.6810552895999348,12
ZDT2,EGBO,10,1,8.311285807861221,0.666783813222905,12
ZDT2,EGBO,10,2,9.398095874760061,0.694763776517034,12
ZDT2,EGBO,10,3,9.553626723132261,0.8243634791652734,12
ZDT2,EGBO,10,4,8.819346419783704,0.7056916003359701,12
ZDT2,EGBO,10,5,7.109179337107644,0.5061668125351829,12
ZDT2,EGBO,10,6,14.748811372386557,1.1371012932422846,12
ZDT2,EGBO,10,7,10.540468681705255,0.8776164415882429,12
ZDT2,EGBO,10,8,12.222016007318,0.9518058935716455,12
ZDT2,EGBO,10,9,7.673215182954176,0.5674502356034118,12
ZDT2,EGBO,20,0,8.060813126954805,0.6448215271132813,12
ZDT2,EGBO,20,1,13.741068395662852,1.065743314982474,12
ZDT2,EGBO,20,2,9.553984880529544,0.716732193086912,12
ZDT2,EGBO,20,3,16.03316934087085,0.9987643841156164,12
ZDT2,EGBO,20,4,7.39630753394966,0.5435179494108935,12
ZDT2,EGBO,20,5,9.58567735829067,0.7032862830831449,12
ZDT2,EGBO,20,6,9.494111519330735,0.642788740711909,12
